,cycle_id,sampled_at,weight,sum_sample_g,sum_sample_kg,abw,abw_round
4228,23378.0,2023-07-28,455.0,8.791208791208792,8.791208791208792e-06,3.92,4.0
4229,23378.0,2023-08-04,455.0,10.989010989010989,1.0989010989010989e-05,5.04,5.0
4230,25585.0,2023-10-30,87.0,68.9655172413793,6.896551724137931e-05,6.0,6.0
4231,27227.0,2023-12-01,411.0,4.866180048661801,4.866180048661801e-06,2.36,2.0
4232,27227.0,2023-12-08,411.0,7.299270072992701,7.299270072992701e-06,3.25,3.0
4233,27227.0,2023-12-15,411.0,12.165450121654501,1.2165450121654501e-05,5.06,5.0
4234,27227.0,2023-12-21,411.0,14.598540145985401,1.4598540145985402e-05,6.05,6.0
4235,18746.0,2022-09-24,5566.89,0.7185340468376418,7.185340468376418e-07,4.19,4.0
4236,18746.0,2022-10-01,5566.89,1.0778010702564627,1.0778010702564627e-06,5.94,6.0
4237,18746.0,2022-10-08,5566.89,1.616701605384694,1.616701605384694e-06,8.82,9.0
4238,18746.0,2022-10-15,5566.89,1.9759686288035152,1.975968628803515e-06,11.45,11.0
4239,18745.0,2022-09-24,752.19,5.317805341735466,5.317805341735465e-06,3.87,4.0
4240,18745.0,2022-10-01,752.19,7.976708012603199,7.976708012603198e-06,5.62,6.0
4241,18745.0,2022-10-08,752.19,9.306159348037063,9.306159348037065e-06,7.12,7.0
4242,18745.0,2022-10-15,752.19,13.294513354338664,1.3294513354338664e-05,9.57,10.0
4243,18745.0,2022-10-28,752.19,18.612318696074126,1.861231869607413e-05,14.18,14.0
4244,18745.0,2022-10-21,752.19,15.953416025206398,1.5953416025206395e-05,11.76,12.0
4245,21596.0,2023-05-03,404.8,4.940711462450593,4.940711462450593e-06,2.21,2.0
4246,21596.0,2023-05-05,404.8,4.940711462450593,4.940711462450593e-06,2.37,2.0
4247,21596.0,2023-05-07,404.8,7.411067193675889,7.411067193675889e-06,2.68,3.0
4248,21596.0,2023-05-10,404.8,7.411067193675889,7.411067193675889e-06,3.4,3.0
4249,21596.0,2023-05-17,404.8,12.351778656126482,1.2351778656126482e-05,4.56,5.0
4250,21596.0,2023-05-24,404.8,14.822134387351777,1.4822134387351778e-05,5.76,6.0
4251,21596.0,2023-07-01,404.8,39.52569169960474,3.9525691699604744e-05,15.73,16.0
4252,21596.0,2023-05-03,403.2,4.9603174603174605,4.96031746031746e-06,2.21,2.0
4253,21596.0,2023-05-05,403.2,4.9603174603174605,4.96031746031746e-06,2.37,2.0
4254,21596.0,2023-05-07,403.2,7.440476190476191,7.4404761904761905e-06,2.68,3.0
4255,21596.0,2023-05-10,403.2,7.440476190476191,7.4404761904761905e-06,3.4,3.0
4256,21596.0,2023-05-17,403.2,12.400793650793652,1.240079365079365e-05,4.56,5.0
4257,21596.0,2023-05-24,403.2,14.880952380952381,1.4880952380952381e-05,5.76,6.0
4258,21596.0,2023-07-01,403.2,39.682539682539684,3.968253968253968e-05,15.73,16.0
4259,21596.0,2023-05-03,575.0,3.4782608695652177,3.4782608695652175e-06,2.21,2.0
4260,21596.0,2023-05-05,575.0,3.4782608695652177,3.4782608695652175e-06,2.37,2.0
4261,21596.0,2023-05-07,575.0,5.217391304347826,5.2173913043478265e-06,2.68,3.0
4262,21596.0,2023-05-10,575.0,5.217391304347826,5.2173913043478265e-06,3.4,3.0
4263,21596.0,2023-05-17,575.0,8.695652173913043,8.695652173913044e-06,4.56,5.0
4264,21596.0,2023-05-24,575.0,10.434782608695652,1.0434782608695653e-05,5.76,6.0
4265,21596.0,2023-07-01,575.0,27.826086956521742,2.782608695652174e-05,15.73,16.0
4266,21596.0,2023-05-03,337.5,5.925925925925926,5.925925925925926e-06,2.21,2.0
4267,21596.0,2023-05-05,337.5,5.925925925925926,5.925925925925926e-06,2.37,2.0
4268,21596.0,2023-05-07,337.5,8.88888888888889,8.888888888888888e-06,2.68,3.0
4269,21596.0,2023-05-10,337.5,8.88888888888889,8.888888888888888e-06,3.4,3.0
4270,21596.0,2023-05-17,337.5,14.814814814814815,1.4814814814814815e-05,4.56,5.0
4271,21596.0,2023-05-24,337.5,17.77777777777778,1.7777777777777777e-05,5.76,6.0
4272,21596.0,2023-07-01,337.5,47.407407407407405,4.7407407407407407e-05,15.73,16.0
4273,21596.0,2023-05-03,628.62,3.1815723330469914,3.1815723330469918e-06,2.21,2.0
4274,21596.0,2023-05-05,628.62,3.1815723330469914,3.1815723330469918e-06,2.37,2.0
4275,21596.0,2023-05-07,628.62,4.772358499570488,4.7723584995704874e-06,2.68,3.0
4276,21596.0,2023-05-10,628.62,4.772358499570488,4.7723584995704874e-06,3.4,3.0
4277,21596.0,2023-05-17,628.62,7.95393083261748,7.95393083261748e-06,4.56,5.0
4278,21596.0,2023-05-24,628.62,9.544716999140975,9.544716999140975e-06,5.76,6.0
4279,21596.0,2023-07-01,628.62,25.45257866437593,2.5452578664375934e-05,15.73,16.0
4280,21596.0,2023-05-03,523.46,3.820731287968517,3.820731287968517e-06,2.21,2.0
4281,21596.0,2023-05-05,523.46,3.820731287968517,3.820731287968517e-06,2.37,2.0
4282,21596.0,2023-05-07,523.46,5.731096931952775,5.731096931952776e-06,2.68,3.0
4283,21596.0,2023-05-10,523.46,5.731096931952775,5.731096931952776e-06,3.4,3.0
4284,21596.0,2023-05-17,523.46,9.551828219921292,9.551828219921292e-06,4.56,5.0
